Word,Morphs
re,r e
re,r e
sektyembre,septyembre
octubre,octubre
ji',jii'n
wooj,w ooj
xe',xe'
k'achee',k'a chee'
ivatqej,at qej
taq,taq
li,li
miq'in,miq'in
oj,oj
b'e,b'ee
kla',kla'
ójr,ójor
b'aq,b'aaq
loomo,loom
oj,oj
aq'anchich,aq'an chi ch
juntiir,juntiir
chik,chik
xoj,xoj
b'i',b'ik
chi,chi
ki,ki
ch,chi
riij,r iij
awaj,awaaj
mas,maas
in,in
ajtijol,aj
k'ax,k'ex
ay,ay
dyos,dyoos
re,r e
chaq,chaq
mas,maas
inajtijol,in aj
k'ax,k'ex
taat,taat
aa,aa
in,in
mas,maas
k'ax,k'ex
mas,maas
k'ax,k'ex
por,por
es,es
chapkari,chap kar i
lajori,laj'ori
ta',ta'
ch,ch
ki',ki'
tanch'iij,ti
ya,ya
noo,noo
pwers,pwers
chaq,chaq
re,r e
maq,maq
ák'el,ák'el
jun,jun
taq,taq
weelt,b'weelt
ta,ta'
ta,ta'
tijkoj,ti j koj
taq,taq
loke,loke
tanb'iij,t an b'iij
rechaq,rechaq
ay,ay
ta',ta'
atkojon,at koj on
taq,taq
ak'al,ák'el
qe,q e
ooj,ooj
pok,pok
oj,oj
kojoneel,koj
dyóso,dyoos
xqakoja',x qa koj a'
lo,lo
ke,ke
xiij,xiij
qaqaj,qa qaaj
qachuuch,qa chuuch
xqakoja',x qa koj a'
lo,lo
ke,ke
xqab'an,x qa b'an
k'ex,k'ex
tich'aaw,t ch'aw
chuchqájw,chuch q ájw
par,peer
tqakuya'n,t qa kuy a'n
tqakuya'n,t qa kuy a'n
ta',ta'
almajiik,almaj ik
re,re
ta',ta'
almajiik,almaj ik
keta',kita'n
elaam,el eem
re',re
keta,kita'n
ay,ay
dyos,dyoos
ripu,ri pu
tch'a'w,ti ch'aw
ri,ri
jun,jun
kristyaan,kirtyaan
ri,ri
chuwe,chi w e
noo,noo
re,re
taat,taat
xqakoja',x qa koj a'
re',re
lo,lo
ke,ke
xiij,xiij
taq,taq
xqata,x qa ta'
re',re
re,r e
pixab',pixab'
xisaj,x isaj
ch,ch
qe,q e
juntiir,juntiir
lo,lo
ke,ke
xqa'an,x qa b'an
pasar,pasar
ójr,ójor
taq,taq
tzij,tziij
maqalq'aj,ma q alq'á j
jun,jun
jal,jal
maqolq'aaj,ma q alq'á a j
jun,jun
tiko'n,tiko'n
moqolq'aaj,ma q alq'á a j
jun,jun
qleen,qleen
ri',ri'
li,li
re,re
pixab',pixab'
rxiij,r x iij
qaqaaj,qa qaaj
qachuuch,qa chuuch
ójr,ójor
taq,taq
tziij,tziij
ri',ri'
li,li
i,i
xintaaw,x in taaw
rk'i,r k'i
wálb',wi álib'
chik,chik
miism,miim
miism,miim
nuunk,nuunk
machep,ma chap
qleen,qleen
miij,miij
we,we
tzaqal,taq aq al
ab'iix,b'iix
chi,chi
b'i,b'it
taq,taq
kinye',kan ye'
taq,taq
junlaad,jun laad
re,r e
nuunk,nuunk
machep,ma chap
taq,taq
miij,miij
jaan,jaan
xqakoja'n,x qa koj a'n
i,i
ri,re
li,li
ri,ri
ilan,il an
qawi'l,qa wi'l
talqawi'l,ta' l qa wi'l
ójr,ójor
taat,taat
ri',ri'
li,li
xqab'an,x qa b'an
aay,ay
ya,ya
dyos,dyoos
xin,x in
wa'x,wa'x
li,li
miq'in,miq'in
ójr,ójor
taq,taq
tzij,tziij
troos,troos
chaj,chaj
poraalg,poraalg
galan,galaan
taq,taq
chaj,chaj
i,i
galan,galaan
taq,taq
chaj,chaj
dyos,dyoos
por,por
lajori,laj'ori
taat,taat
ta,ta'
chki'n,ch
ivta'chiin,ta'n
ya,ya
xk'isi'n,x k'is i'n
ta',ta'n
chi',chi
ójr,ójor
galan,galaan
taq,taq
chaaj,chaj
chi,chi
jtaq,j taq
kuwa'y,kwa'y
tipe'w,ti pet w
qáchij,qa chaj
ójr,ójor
jii',jii'
chi,chi
jtaq,j taq
kwa'y,kwa'y
tpe'w,ti pet w
qáchij,qa chaj
ójr,ójor
aay,ay
dyoos,dyoos
pok,pok
xinb'éenik,x in b'en ik
petzelkiin,pet
b'a,b'a
loom,loom
petzelki'n,pet
ch'anuuj,ch'anuuj
este,este
tobiiy,tob'iiy
ri',ri'
ri,re
kond,kwand
ajyo'ln,aj yo'l na
k'atzan,k'atzaan
wunaq,wunaq
xoj,xoj
wa'x,wa'x
na,na
chi,chi
ja'm,ja'm
xojwa'x,xoj wa'x
na,na
chi,chi
ja'm,ja'm
beynt,b'eynte
aañ,año
xoj,xoj
wa'x,wa'x
kla',kla'
beynt,b'eynte
aañ,año
xoj,xoj
wa'x,wa'x
kla',kla'
richaq,ri chaq
naq,naq
xojeelch,xoj el ch
li,li
ri',ri'
li,li
b'anal,b'an aal
qawi'l,qa wi'l
ri',ri'
li,li
ilaan,il b'an
qawi'l,qa wi'l
wi',wi'
jun,jun
nim,nim
laj,laj
lugaar,luwar
ifri',ri'
li,li
jun,jun
niim,nim
laj,laj
táj,táq'aj
jun,jun
niim,nim
laj,laj
táj,táq'aj
petzelkiin,pet
kla',kla'
galan,galaan
taq,taq
tiko'n,tiko'n
tran,ti r b'an
kla',kla'
galan,galaan
taq,taq
tiko'n,tiko'n
tran,ti r b'an
kla',kla'
kom,koom
wi',wi'
kirneer,kirneer
wi',wi'
wakix,wakix
tb'i,t b'ik
qile',q il e'
kla,kla'
ma,ma
xaq,xaq
ta',ta'
wákx,ichaaj
ma,ma
xaq,xaq
ta,ta'
wákx,ichaaj
kerneer,kirneer
wa'kix,wakix
kwa'y,kwa'y
juntiir,juntiir
tib'e,ti b'e
taq,taq
kla',kla'
jii'n,jii'n
li,li
wet,wat
mat,mat
oj,ooj
ajyuuq',aj yuuq'
kom,koom
oj,ooj
xeem,x em
la,laj
jrqan,j naj
awaj,awaaj
oj,ooj
yuq'únk,yuq' un ik
i,i
b'yeen,byeen
wi,wi'
qachojb'al,qa chijb' aal
rij,r ij
rij,r ij
rij,r ij
koraal,koraal
ri',ri'
li,li
naq,na aq
xqab'an,x qa b'an
oj,ooj
ójr,ójor
ri',ri'
li,li
qaaj,qaaj
naji,naj i'
xinwa'x,x in wa'x
li,li
kla',kla'
ójr,ójor
naji,naj i'n
xinwa'xi',x in wa'x i'n
xe',xe'
k'achee',k'ach
juntiir,juntiir
wetaam,w etaam
ri,re
wk'an,w ik'aan
chaq,chaq
neri,niri
chaq,chaq
juwi'l,j wi'l
taq,taq
rejwéxik,rejwéx ik
juwi'l,j wi'l
taq,taq
rajwéxk,rejwéx ik
qaaj,qaaj
re,re
komo,koom
jiloon,jilon
li,li
taaw,taaw
diya,dya
domiing,domingo
ta',ta'
neen,neen
la,la
tepeew',t pet w
re,r e
qleen,qleen
qe,q e
rajwex,rajwéxik
nen,neen
re,re
teqaloq',t qa loq'
e,ee
nway,nway
mas,maas
xintijojwiib',x in tijo j w ib'
xinb'an,x in b'an
b'o'j,b'o'j
ri,ri
k'tzan,k'atzaan
tzan,k'atzaan
chuchu',chuchu'
re,re
julia,julia
saqb'iin,saqb'iin
jchuchaq,j chuch aq
don,don
makarye,makarye
ri',ri'
li,li
m,m
xchap,x chap
taq,taq
ta,ta'
na,na
ínq'ab'i,in q'aab'
xk'ut,x k'ut
taq,taq
tne',t ne'
chiwich,chiw i' ch
noo,noo
i,i
xeel,x el
ch,ch
inwch,in ch
i,i
xyuuq,x yu' aq
sik',sik'
chuchu',chuchu'
sb'estya'n,seb'astyan
ch'qaap,ch'qaap
ay,ay
dyos,dyoos
tche'],t cha'
xk'ut,x k'ut
ch,ch
inwch,in ch
ne,ne'
mo,mood
jsutiik,j sut iik
jchi',j chi
raq,ra
b'o'j,b'o'j
xinb'an,x in b'an
wee,w e
xinb'an,x in b'an
wee,w e
bay,baa
xeeli'n,x el i'n
tziy,tzii
xib'an,x in b'an
e,e
xwetemaj,x w etaam
jb'aniik,j b'an ik
jelon,jii'
li,li
re,re
xinb'an,x in b'an
qaaj,qaaj
re,re
jb'anik,j b'an ik
b'o'j,b'o'j
bay,baa
xwetemaaj,x w etaam
b'o'j,b'o'j
ta',ta'
ch,ch
ki',ki'
peen,pena
ch,ch
wee,w e
kom,koom
wtaam,w etaam
chaq,chaq
jb'anik,j b'an ik
b'o'j,b'o'j
wtaam,w etaam
chaq,chaq
juntiir,juntiir
juntiir,juntiir
opisyo,opiis
wetaam,w etaam
juntiir,juntiir
opiisyo,opiis
wetaam,w etaam
wetaam,w etaam
tib'an,ti b'an
poop,poop
wtaam,w etaam
tib'an,ti b'an
b'o'j,b'o'j
i,i
wetaami',w etaam i'n
b'itik,b'it ik
ék'el,ák'el
jii'n,jii'n
ri,ri
chaq,chaq
lajori,lijori
k'is,k'is
wi'maam,w imaam
untiir,juntiir
ék'el,ák'el
li,li
juntiir,juntiir
wech,w ech
teqa'n,taq a'n
juntiir,juntiir
in,iin
inb'itow,in b'it ow
naq,na aq
wonaq,wunaq
xelto,x el taq
b'ik,b'ik
in,iin
inb'itiw,in b'iti w
naq,na aq
rechaq,rechaq
ini'n,iin i'n
ini'n,iin i'n
in,iin
naq,na aq
li,li
ini'n,iin i'n
wetaami'n,w etaam i'n
wetami'n,w etaam i'n
tob'iiy,tob'iiy
lajori,laj'ori
tos,entoons
syempre,syempre
ajtinb'ana',aj t in b'an a'n
jwersa,j wersa
rechaq,rechaq
ajtinb'ana',aj ti in b'an a'
pwers,pwers
re,re
chaq,chaq
ini'n,iin i'n
per,peer
rik'i,r ik'il
jweraan,jweraan
ta',ta'
nb'eek,in b'e
ta',ta'
nb'ek,in b'ee ik
chaq,chaq
jaa,jaa
rk'i,r k'i
kristyaan,kirtyaan
ta',ta'
inb'eek,in b'ee ik
purament,purament
walk'ual,w alk'waal
qe,qe
i,i
maq,maq
wálb',w álib'
wuk'laal,w ik'laal
ri',ri'
li,li
no,noo
in,iin
qe,qe
in,iin
qe,qe
qaaj,qaaj
in,iin
qe,qe
re,re
chaq,chaq
jaa,jaa
re,r e
re,r e
delikaad,delikaad
taq,taq
tzaq,tzaq
inch'ool,in ch'ool
wi',wi'
wi',wi'
intarget,in tarjeet
re,r e
wi',wi'
intarget,in tarjeet
re,r e
qaaj,qaaj
wi',wi'
wi',wi'
intarget,in tarjeet
re,r e
ji',jii'
tal,ta'
inklas,in klas
inwi'l,in wi'l
xinpeeti'n,x in pet i'n
kom,koom
ta',ta'
chiki',chik i'
ta',ta'
la',la'
inpe'w,in pet w
puramente,puramente
rik'i,r ik'il
maq,maq
ék'al,ák'el
qe,qe
maq,maq
wimaam,w imaam
qe,qe
naq,na aq
we,we
wi',wi'
yaaj,yaaj
taq,taq
il,il
li,li
raq,yaq
ak'al,ák'el
li,li
juntiir,juntiir
k'is,k'is
naq,na aq
naq,na aq
wa'x,wa'x
taq,taq
in,iin
inb'itiw,in b'it w
re,r e
chaq,chaq
seis,seis
tuuj,tuuj
tin,t iin
tzaqin,tzi
qaaj,qaaj
seis,seis
tuuj,tuuj
in,iin
qaaj,qaaj
re,r e
jun,jun
ánm,ánim
jun,jun
jun,jun
jun,jun
ánm,ánim
jii',jii'
kond,kwand
tetziib',t tzib'
ri,ri
b'elejeb',b'elej eb'
iik',iik'
tiq,tiq
tiq,tiq
tiq,tiq
b'i,b'ik
nsolaj,in solá j
tiq,tiq
insolaj,in solá j
taq,taq
jii',jii'
tiq,tiq
insolaj,in solá j
taq,taq
iftiq,tiq
b'i,b'ik
uwile',w il e'
taq,taq
we,we
qus,qus
taq,taq
tos,entoons
ji,jii'
qelon,qe
li,li
i,i
kond,kwand
titaw,ti taw
tyemp,tyeemp
ji',jii'
ta',ta'
jun,jun
wein,w e iin
petzel,pet
li,li
ta'n,ta'n
juntiir,juntiir
maq,maq
maq,maq
wimaam,w imaam
li,li
sol,sol
in,iin
inb'itiw,in b'it w
naq,na aq
re,r e
chaq,chaq
juntiir,juntiir
maq,maq
ek'el,ák'el
li,li
yo'l,yo'l
teqa'n,taq a'n
ta,ta'
jun,jun
wein,w e iin
kamnaqtaj,kamnaq
juntiir,juntiir
k'is,k'is
k'is,k'is
yo'l,yo'l
taq,taq
juntiir,juntiir
k'is,k'is
yo'l,yo'l
taq,taq
k'is,k'is
wi',wi'
teqa'n,taq a'n
qaaj,qaaj
ta',ta'
wetaam,wat eem
in,iin
wa,we
at,aat
ajiyoom,aj iyoom
chuch,chuch
es,es
ke,ke
kom,koom
ri,ri
ri,ri
tb'e,ti b'e
maq,maq
chaq',chaq'
jaa,jaa
kaar,karo
chaq,chaq
ta,ta'
taq,taq
i,i
k'ur,k'ur
jwichaq,j wich
tinb'an,t in b'an
re,r e
chaq,chaq
i,i
no,noo
aay,ay
mas,maas
tenb'an,ti in b'an
re,r e
chaq,chaq
tin,t iin
ri',ri'
li,li
si,si'
wetaam,w etaam
taq,taq
chi',chi'
ánm,ánim
wetaam,w etaam
tinkunaj,ti in kun aj
taq,taq
per,peer
lajori,lijori
ya,ya
no,noo
qaaj,qaaj
si,si'
inkwini'n,in
inkwini'n,in
sipoj,sipoj
raj,r aj
mu'xaq,mu' xaq
per,peer
ri,ri
jun,jun
tijin,tijin
tijin,tijin
man,man
man,man
man,man
k'ex,k'ex
re,r e
ri',ri'
li,li
_che',che'
iv,i
ri',ri'
jcholajl,j cholaj l
li,li
ji',jii'
si,si'
no,noo
re,r e
maq,maq
kwalkyer,kwalkyer
chi',chi'
ánm,ánim
maq,maq
maq,maq
eywaal,eywaal
jilon,jilon
tren,t r en
qaaj,qaaj
il,il
xan,x b'an
jun,jun
ra,ra
ák'al,ák'el
re,r e
re,r e
re,r e
re,r e
xumaan,pi
ri,ri
xq'axk,x q'ax ik
xan,x b'an
iywal,eywaal
jchuuch,j chuuch
yameer,yameer
xkam,x kam
ra,ra
ák'el,ák'el
i,i
amer,yameer
xkam,x kam
ra,ra
ék'el,ák'el
jwi'l,j wi'l
jwi'l,j wi'l
re,re
re,r e
ri,ri
iywal,eywaal
ri,ri
iywaal,eywaal
xtij,x tij
laj,laj
tu',tu'
jii',jii'
jwi'l,j wi'l
man,man
iywaal,eywaal
xtij,x tij
laj,laj
tu',tu'
ri',ri'
li,li
jcholaaj,j cholaaj
ri',ri'
li,li
jcholaaj,j cholaaj
nen,neen
nen,neen
chi,chi
woron,woron
taye',ti ye'
re,r e
jun,jun
jun,jun
jun,jun
ayuwaab',a yuwaab'
ee,e
nen,neen
tiqaye,t qa ye'
re,r e
re,re
mansaniiy,mansaniil
mansanilla,mansaniil
pech,pech
ra,ra
alwiin,alwiin
jii',jii'
ri,ri
qe,qe
li,li
tin,t iin
ye',ye'
in,iin
rechaq,rechaq
ri,ri
qa,qe
li,li
re,re
ivkita',ki ta' a'
ayuwab',a yuwaab'
tak'am,ti k'am
b'i,b'ik
li,li
entonses,entoons
no',no'
naad,nada
ta'n,ta'n
ta'n,ta'n
qaaj,qaaj
sol,sol
naq,na aq
naq,na aq
tziib',tzib'
teqa,taq a'
je,jii'
qe,qe
lon,li on
ri,ri
ji'n,jii'n
naq,na aq
tzib',tzib'
teqa,taq a'
je',jii'
qe,qe
lon,li on
ri,ri
qaaj,qaaj
jii',jii'
naq,na aq
tzib',tzib'
teqa,taq a'
je,jii'
qe,qe
lon,li on
ri,ri
jika',jii' ka'
li,li
qaaj,qaaj
i,i
jurub',juruub'
awi'aam,aw imaam
wi',wi'
lajori,laj'ori
juntiir,juntiir
wi'maam,w imaam
in,iin
taat,taat
si,si'
ma,ma
ajlal,ajla l
ta'n,ta'n
k'ii,k'ii
tqa'n,taq aq a'n
ay,ay
dyos,dyoos
k'ii,k'ii
teqa'n,taq a'n
ini'n,iin i'n
qaaj,qaaj
ini'n,iin i'n
xaq,xaq
re,re
wi',wi'
jun,jun
jun,jun
wuk'laal,w ik'laal
ri,ri
maq,maq
neri,niri
dyos,dyoos
juntiir,juntiir
juntiir,juntiir
enteer,enteer
taq,taq
kirtyan,kirtyaan
taq,taq
taq,taq
chaq,chaq
juntiir,juntiir
in,iin
inilb'enaq,in ilb'e naq
rechaq,rechaq
ji',jii'
ini'n,iin i'n
qaaj,qaaj
ini'n,iin i'n
ini'n,iin i'n
ri',ri'
li,li
ri,ri
inchaak,in chaak
in,iin
ivi,i
juntiiri',juntiir i'
k'aslemaal,k'aslem aal
chuch,chuch
liiy,liiy
ri,ri
b'elejeb',b'elej eeb'
iik',iik'
o,o'
nik'j,nik' j
tiq'ax,ti q'ax
o,o'
wi',wi'
ta',ta'
titaawk,t taaw ik
wi',wi'
tib'ij,ti b'ij
te',ta' e'
taat,taat
wi',wi'
kab'aal,kabaal
tib'ijte',t b'ik
iveso,eso
es,es
ji',jii'
iik',iik'
tik'isi',ti k'isi'
juun,juun
maq,maq
maq,maq
wimaam,w imaam
per,peer
ri,ri
k'u,k'u
li,li
jiloon,jilon
wein,w e iin
li,li
ch,ch
rij,r ij
ch,ch
rij,r ij
iik',iik'
kab'al,kab'al
tb'i,t b'ik
jye',j ye'
jii,jii'
kab'al,kab'al
tb'i,t b'ik
jye',j ye'
jika',ji' ka'
li,li
qaaj,qaaj
rika',ri ka'
li,li
por,por
ejempl,ejeempl
jun,jun
jun,jun
ánm,ánim
re,re
re,re
yoob',yoob'
ánm,ánim
o,o'
yaaj,yaaj
q'iij,q'iij
wi',wi'
awaas,awaas
tika',tik a'
utzaji'n,utzá j i'n
ri,ri
teel,ti el
jun,jun
chuch,chuch
iik',iik'
te'l,ti el
ne',ne'
chuch,chuch
q'iij,q'iij
re,re
re,re
we,we
yaaj,yaaj
q'iij,q'iij
awaasi'n,awaas i'n
utzaji'n,utzá j i'n
qaaj,qaaj
per,peer
tz'et,tz'et
nika',ni ka'
li,li
jun,jun
taq,taq
bwelt,bweelt
por,por
ke,ke
tik'asi',ti k'isi'
raq,yaq
ék'el,ák'el
empediid,empediid
taq,taq
jiin,jiin
tk'asi',t k'isi'
raq,yaq
ék'el,ák'el
empediid,empediid
taq,taq
ri,ri
k'u,k'u
rawaasl,r awaas l
li,li
qaaj,qaaj
ri',ri'
rawasl,r awaas l
li,li
utzaji'n,utzá j i'n
per,peer
kond,kwand
jun,jun
tijtaaw,t j ta' aa w
per,peer
kon,kwaand
jun,jun
mta',m ta'
tijtaaw,ti j ta' aa w
ta',ta'
looq',looq'
ri,ri
ri,ri
rawasel,r awaas
tika,tik a'
utzaji'n,utzá j i'n
wi',wi'
rawaas,r awaas
iik',iik'
wi',wi'
rawaas,r awaas
q'iij,q'iij
tatin,ti atin
iik',iik'
tatin,ti atin
q'iij,q'iij
awaas,awaas
te'l,ti el
jun,jun
chuch,chuch
utzaji'n,utzá j i'n
peroo,peer
wi',wi'
jun,jun
ma,ma
ta',ta'
ri',ri'
li,li
jcholaaj,j cholaaj
ri',ri'
jcholaaj,j cholaaj
akwa'yaq,a kwa'y aq
o,o'
wákix,wakix
xwa'xi'n,x wa'x i'n
taat,taat
xwa'xi',x wa'x i'n
kijeb',kijeb'
qawákix,qa wakix
naq,na aq
xwa'x,x wa'x
kwand,kwand
la',la'
xoj,xoj
eel,el
si,si'
kijeeb',kijeb'
qawákix,qa wakix
xwa'x,x wa'x
xwa'xi'n,x wa'x i'n
xq'ununi',x q'unun i'n
qawákx,qa wakix
xkan,x kan
ye'saj,ye' sáj
qawákix,qa wakix
jwi'l,j wi'l
k'atzan,k'atzaan
wálb',w álib'
tos,entoons
xnaq,x na aq
xq'unuun,x q'unun
qáwuj,q awaaj
entoses,entoons es
xwa'x,x wa'x
na,na
ri',ri'
kond,kwaand
ri,ri
kirneer,kirneer
tambyen,tambyeen
wi',wi'
qakerneera,qa kirneer
ivbay,baa
kirneer,kirneer
kerneer,kirneer
wi',wi'
qakerneer,qa kirneer
kon,kwaand
xk'uli',x k'uli'
maq,maq
ék'el,ák'el
maq,maq
ánm,ánim
juntiir,juntiir
naq,na aq
xe'taq,x b'e taq
ji'n,jii'n
sach,sach
jwichaq,j wich aq
raq,yaq
awaj,awaj
sach,sach
jwichaq,j wich aq
kom,koom
ta,ta'
chi,chi
ki',ki'
nen,nen
tiyuq'un,ti yuq' un
taq,taq
ta,ta'
ch,ch
ki,ki
nen,nen
tiyuq'un,ti yuq' un
taq,taq
ri',ri'
li,li
qaaj,qaaj
li,li
ta',ta'
chi,chi
ki'n,ke i'n
ta',ta'
chi,chi
ki'n,ke i'n
kom,koom
wein,w e iin
kasi,kasi
solo,sol
ánm,ánim
taq,taq
wk'laal,w ik'laal
re,re
chi,chi
xaq,xaq
re,re
kiib',kiib'
wunaq,wunaq
xaq,xaq
wk'laal,w ik'laal
yaj,yaj
juli,julio
yaj,yaj
miguel,miguel
kiib',kiib'
qe,qe
wunaq,wunaq
li,li
qaaj,qaaj
ri,ri
qe,qe
li,li
i,i
kond,kwand
naq,na aq
xk'uli',x k'uli'
ánm,ánim
e,e
xkaan,x kan
kib',kiib'
wunaq,wunaq
ee,e
ta',ta'
chi'n,ch i'n
jwiich,j wiich
s,sik'
taq,aq
awaj,awaj
ji,jii'
qe,qe
loon,li on
li,li
xsaach,x saach
jwiich,j wiich
r,sik'
aq,taq
awaaj,awaj
sach,sach
jwiich,j wiich
r,sik'
aq,taq
awaj,awaj
ri',ri'
li,li
qaaj,qaaj
ta',ta'
chiki',chik i'
awk'il,aw ik'iil
lajori,laj'ori
ta',ta'
chiki'n,chik i'n
wi',wi'
inpiiq',in piiq'
wi',wi'
wi',wi'
intz'ólm,tz'olom
ta',ta'
chiki'n,chik i'n
b'anal,b'an aal
inwi'l,in wi'l
lajori,laj'ori
qaaj,qaaj
ta',ta'
chi',chi'
b'anal,b'an aal
inwii'l,in wi'l
ta',ta'
chi',chi'
qleen,qleen
b'anal,b'an aal
inwi'l,in wii'l
ta',ta'
chi',chi
ta',ta'
chi',chi
ta',ta'
chi',chi
b'anol,b'an ool
inwii'l,in wi'l
loq',looq'
nika',ni ka'
ri,ri
tinb'an,ti in b'an
chik,chik
per,peer
ruk',ruk'
ree,r e
ta',ta'
chiki',chik i'n
ta'chki',ta' ch ik i'
qaaj,qaaj
ri',ri'
yajeel,yaj eel
yajeel,yaj eel
yajeel,yaj eel
xook,x ok
ta',ta'
chi,chi
mood,mood
ta',ta'
chiki',chik i'
tenq'i',t in q'i'
jchapiik,j chap iik
ri,ri
komo,koom
timb'iij,t ma b'iij
per,peer
tiq'oxowi',ti q'oxow i'n
k'exi'n,k'ex i'n
k'exi'n,k'ex i'n
qaaj,qaaj
ya,ya
noo,noo
per,peer
ta',ta'
looq',looq'
il,il
sik',sik'
wchelkaan,w echelka'n
liije,liij
xkámi,x kam i'n
b'ik,b'ik
sik',sik'
wechelka'n,w echelka'n
li,li
wi',wi'
chaq,chaq
wi',wi'
chaq,chaq
qaaj,qaaj
ri',ri'
li,li
qaaj,qaaj
poowr,pobre
xkaami,x kam i'n
re',re
qaaj,qaaj
jmak,j maak
ta',ta'
li,li
ri'jib'ik,ri'j ib' ik
ptaq,pu taq
li,li
xook,x ok
re,re
por,por
ke,ke
oj,ooj
rijab'i'n,ri'j ab' i'n
ri',ri'
li,li
qaaj,qaaj
xaq,xaq
li,li
ri,ri
impalaabr,in palaabr
ri',ri'
li,li
ri,ri
b'anol,b'an ool
pasaar,pasar
qawi'l,qa wi'l
kwando,kwaand
at,aat
ék'el,ák'el
na,na
ay,ay
dyo's,dyoos
dyo's,dyoos
t'el,t el
montaañ,montaañ
li,li
neri,niri
chi',chi
chi',chi
chi,chi
loom,loom
li,li
chi',chi'
loom,loom
li,li
ay,ay
dyos,dyoos
li,li
k'iche'laaj,k'iche'l aaj
li,li
ri,ri
ri,ri
tb'ee,t b'ee
li,li
muund,muund
li,li
juntiir,juntiir
lajori,laj'ori
pur,puro
chaq,chaq
saq,saq
ri,ri
kita'n,kita'n
ta',ta'
ta',ta
ta',ta
ta',ta
roqol,r oqol
li,li
ri,ri
juntiir,juntiir
loq'laj,loq'laj
taq,taq
luwaar,luwar
li,li
puur,puro
montaañ,montaañ
li,li
juntiir,juntiir
li,li
jii',jii'
juntiir,juntiir
li,li
nen,neen
chi'n,ch i'n
taat,taat
tiq,tiq
qab'iit,qa b'it
raq,yaq
sii',sii'
tiq,tiq
qab'iit,qa b'it
raq,yaq
chee',chee'
dyoos,dyoos
li,li
chee',chee'
ketaant,ke taant
taat,taat
ay,ay
dyoos,dyoos
q'uraam,q'uraam
taq,taq
che',che'
b'it,b'it
qe,qe
k'am,k'am
qe,qe
li,li
m,ma
aat,aat
b'ee,b'e
li,li
sii',sii'
naaj,naj
ta',ta'
atb'e'w,at b'ee w
nen,neen
chi',chi
ji',jii'
chuch,chuch
aq,taq
kúurs,kurs
wi',wi'
sii',sii'
puur,puro
lajori,laj'ori
taat,taat
aj,aj
aj,aj
wi',wi'
na,na
chee',chee'
wi',wi'
chee',chee'
wi,wi'
chee',chee'
wi',wi'
chaj,chaj
chi',chi
swaan,swaan
wi',wi'
chaj,chaj
wi',wi'
raq,yaq
kow,kow
chee',chee'
ta',ta'
chi,chi
ki'n,ke i'n
ya,ya
estuuw,estuuw
lajori,laj'ori
ya,ya
no,noo
kita',ki ta' a'n
rájw,r ájw
juntir,juntiir
luwaar,luwar
li,li
ifay,ay
dyoos,dyoos
ri,ri
xooj,x ooj
qeej,qeej
oj,ooj
oj,ooj
neri,niri
xaq,xaq
oj,ooj
xaq,xaq
jun,jun
chi,chi
jaa,jaa
ri,ri
xb'ansaj,x b'an sáj
neri,niri
ri,ri
ri,ri
qaluwr,qa luwar
li,li
ri,ri
lamaas,lamaas
man,man
jaa,jaa
rech,r ech
man,man
man,man
tata',tata'
man,man
moos,moos
i,i
qechi',q ech i'n
li,li
lamaas,lamaas
jun,jun
jaa,jaa
qechi',q ech i'
li,li
miism,miim
i,i
xqak'ayej,x qa k'aayej
la,laj
jq'aab',j q'ab'
man,man
wechaam,w echaam
toor,toor
mends,méndez
tos,entoons
xk'ayeej,x k'aay eej
la,la
jq'aab',j q'ab'
man,man
wechaam,w echaam
toor,toor
mends,méndez
xqab'an,x qa b'an
jii',jii'
qe,qe
chi,chi
luwaar,luwar
taw,taw
ast,asta
ch,chi
manuel,manuel
saqb'iin,saqb'iin
qe,qe
chi,chi
li,li
juntiir,juntiir
li,li
jamali'n,jam al i'n
lajori,laj'ori
aay,ay
dyos,dyoos
nen,neen
chiki',chik i'
la,la
chiki',chik i'
oj,ooj
ok,ok
xaq,xaq
jun,jun
jaa,jaa
ri,ri
xaq,xaq
jun,jun
jaa,jaa
ri,ri
xaq,xaq
jun,jun
jaa,jaa
ri,ri
wi',wi'
jaa,jaa
chik,chik
b'ik,b'ik
li,li
tzan,k'atzaan
tzan,k'atzaan
páwl,páwl
siik',siik'
loom,loom
li,li
wi'w,wi' w
jii',jii'
i,i
richooch,r ichooch
k'atzan,k'atzaan
ta,tata'
keel,keel
errere,errere
xaq,xaq
man,man
jaa,jaa
li,li
wi',wi'
wk'u,w k'u
neri,niri
miism,miim
xaq,xaq
li,li
ri,ri
jaa,jaa
wi',wi'
kla',kla'
xaq,xaq
li,li
jaa,jaa
i,i
richooch,r ichooch
tzan,k'atzaan
qa,qe
qa,qe
qamaam,qa maam
keel,keel
kulaax,kulaax
jii',jii'
i,i
rechoochaq,r ichooch aq
re,re
k'atzan,k'atzaan
taq,taq
krestyaan,kirtyaan
re,re
re,re
re,re
re,re
keel,keel
jqaaj,j qaaj
jchuuch,j chuuch
tzen,k'atzaan
keel,keel
chiik,chiik
per,peer
ji,jii'
li',li
jii,jii'
jamali'n,jam al i'n
taat,taat
jamali'n,jam al i'n
ay,ay
dyos,dyoos
loq'laj,loq'laj
taq,taq
luwaar,luwar
ri,ri
jamali',jam al i'n
ri,ri
niim,nim
nim,nim
jluwur,j luwar
k'atzan,k'atzaan
wálb',w álib'
ójr,ójor
